trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset
13,988.0,685.27,,private
12,874.0,1156.39,,private
14,290.0,2427.99,,private
9,131.0,1446.01,,private
8,362.0,403.08,,private
5,393.0,1749.89,,private
13,996.0,2417.1,,private
3,115.0,75.19,,private
5,151.0,1688.27,,private
2,607.0,1411.39,,private
11,49.0,2257.88,,private
6,369.0,1794.76,,private
7,842.0,407.69,,private
10,203.0,978.92,,private
12,25.0,118.12,,private
7,66.0,213.75,,private
2,495.0,1383.78,,private
8,792.0,1177.34,,private
14,701.0,2055.59,,private
6,1117.0,1120.26,,private
14,242.0,2473.65,,private
13,77.0,932.98,,private
13,440.0,1094.55,,private
13,53.0,1659.19,,private
7,1068.0,1801.11,,private
8,385.0,420.6,,private
12,399.0,1479.07,,private
2,43.0,702.72,,private
11,298.0,215.87,,private
10,627.0,440.99,,private
6,21.0,1903.22,,private
6,767.0,351.46,,private
10,303.0,2167.52,,private
8,712.0,557.0,,private
5,445.0,1700.2,,private
4,1075.0,1460.6,,private
9,709.0,1347.11,,private
1,652.0,2499.67,,private
9,999.0,597.03,,private
11,421.0,1441.93,,private
1,791.0,1132.93,,private
4,1151.0,1477.33,,private
13,570.0,1709.45,,private
8,689.0,1984.32,,private
4,54.0,899.71,,private
2,343.0,1259.04,,private
5,827.0,1950.24,,private
3,36.0,2033.98,,private
9,176.0,1025.82,,private
1,244.0,908.86,,private
6,465.0,469.93,,private
6,983.0,813.44,,private
13,244.0,1546.85,,private
5,652.0,500.75,,private
9,337.0,142.29,,private
1,244.0,1494.81,,private
11,548.0,1977.31,,private
1,910.0,1708.13,,private
3,311.0,1525.07,,private
6,420.0,591.13,,private
10,822.0,1821.44,,private
4,958.0,1176.2,,private
10,308.0,1962.77,,private
11,402.0,2165.41,,private
1,1059.0,2142.91,,private
4,421.0,1051.75,,private
3,636.0,218.68,,private
13,563.0,673.64,,private
13,123.0,144.1,,private
6,661.0,110.71,,private
9,860.0,994.1,,private
14,908.0,1970.49,,private
2,181.0,2312.22,,private
14,883.0,1931.74,,private
14,141.0,343.15,,private
11,533.0,759.17,,private
9,108.0,762.17,,private
8,383.0,526.93,,private
7,484.0,680.86,,private
3,328.0,1192.31,,private
6,170.0,2217.58,,private
13,897.0,569.44,,private
2,999.0,574.86,,private
4,466.0,1579.82,,private
12,996.0,2351.09,,private
9,120.0,1123.17,,private
3,672.0,1019.53,,private
5,1131.0,2205.28,,private
8,564.0,1513.05,,private
11,1132.0,2279.81,,private
10,1027.0,340.35,,private
4,453.0,821.08,,private
3,1188.0,1074.96,,private
8,1182.0,776.78,,private
8,237.0,950.0,,private
4,909.0,826.7,,private
7,455.0,1574.45,,private
1,114.0,1596.22,,private
1,717.0,194.05,,private
14,9.0,2437.21,,private
10,258.0,1590.09,,private
7,425.0,225.58,,private
4,399.0,906.01,,private
8,1004.0,438.19,,private
5,946.0,247.69,,private
11,71.0,1562.2,,private
9,300.0,1191.99,,private
4,275.0,1099.26,,private
10,518.0,706.92,,private
8,761.0,2487.96,,private
4,746.0,2475.73,,private
5,740.0,1592.04,,private
6,1067.0,1728.85,,private
7,343.0,1091.14,,private
4,378.0,1389.09,,private
14,217.0,1087.46,,private
9,931.0,2441.12,,private
10,581.0,1867.26,,private
7,1182.0,977.94,,private
7,933.0,1845.25,,private
4,952.0,1647.12,,private
9,762.0,2197.27,,private
12,815.0,167.42,,private
12,706.0,714.38,,private
7,763.0,617.05,,private
4,801.0,795.51,,private
8,864.0,2383.05,,private
11,279.0,877.76,,private
6,620.0,728.06,,private
10,745.0,987.07,,private
7,211.0,355.35,,private
6,952.0,1167.23,,private
1,1193.0,914.92,,private
9,277.0,676.82,,private
6,266.0,819.34,,private
13,761.0,1636.02,,private
8,598.0,1131.46,,private
2,786.0,2115.1,,private
7,595.0,2388.01,,private
3,282.0,2393.75,,private
6,343.0,1489.3,,private
4,725.0,450.65,,private
4,121.0,2113.45,,private
9,478.0,491.76,,private
4,346.0,1864.91,,private
5,717.0,1915.38,,private
5,484.0,695.25,,private
6,139.0,1137.7,,private
4,254.0,2488.76,,private
2,201.0,976.77,,private
1,429.0,2432.08,,private
13,152.0,360.67,,private
3,848.0,2438.06,,private
7,985.0,2448.9,,private
9,426.0,581.49,,private
13,645.0,302.67,,private
7,239.0,232.35,,private
14,713.0,772.64,,private
8,21.0,40.37,,private
9,195.0,809.74,,private
5,262.0,652.75,,private
3,467.0,1750.87,,private
8,460.0,2140.57,,private
8,985.0,1160.5,,private
12,1145.0,1037.89,,private
2,349.0,2156.06,,private
9,1094.0,1628.99,,private
4,347.0,630.42,,private
5,346.0,685.65,,private
13,798.0,2095.44,,private
5,1050.0,1005.33,,private
1,1070.0,1295.9,,private
9,144.0,1077.95,,private
3,929.0,2057.16,,private
3,758.0,917.31,,private
12,886.0,1650.85,,private
11,1147.0,609.17,,private
5,128.0,843.09,,private
8,1020.0,1085.46,,private
14,1121.0,1819.76,,private
14,954.0,985.59,,private
4,721.0,2404.07,,private
10,68.0,1290.67,,private
7,46.0,654.77,,private
9,549.0,1125.98,,private
1,478.0,1539.39,,private
3,791.0,1429.18,,private
4,350.0,2229.36,,private
6,706.0,331.61,,private
1,800.0,280.07,,private
14,736.0,1543.19,,private
13,533.0,776.31,,private
5,619.0,213.57,,private
5,347.0,1271.54,,private
11,116.0,1906.63,,private
4,405.0,976.12,,private
11,78.0,1873.47,,private
13,568.0,1653.55,,private
7,666.0,362.32,,private
3,260.0,770.37,,private
10,620.0,769.74,,private
6,802.0,1210.31,,private
8,247.0,78.25,,private
4,543.0,137.18,,private
6,119.0,121.63,,private
7,763.0,1853.73,,private
11,439.0,1983.16,,private
7,1000.0,643.37,,private
10,891.0,1574.39,,private
2,357.0,1402.18,,private
12,901.0,1150.2,,private
4,826.0,2009.36,,private
6,503.0,971.47,,private
11,571.0,1036.12,,private
14,727.0,1813.3,,private
8,531.0,1493.4,,private
10,1111.0,362.71,,private
9,208.0,1668.52,,private
11,386.0,43.25,,private
7,208.0,416.37,,private
3,1004.0,1894.24,,private
7,299.0,2314.55,,private
11,1121.0,657.16,,private
12,27.0,2452.71,,private
4,1092.0,472.13,,private
11,885.0,964.27,,private
12,534.0,1576.61,,private
10,732.0,1069.13,,private
11,1123.0,2284.64,,private
12,1015.0,731.84,,private
5,762.0,1908.14,,private
3,342.0,2243.82,,private
13,1181.0,1416.04,,private
10,902.0,2190.22,,private
3,884.0,819.33,,private
9,179.0,448.37,,private
6,426.0,52.93,,private
8,919.0,2359.02,,private
11,515.0,236.29,,private
10,945.0,780.26,,private
12,377.0,2481.36,,private
8,138.0,2463.29,,private
14,455.0,48.03,,private
3,264.0,2354.36,,private
9,684.0,732.59,,private
7,626.0,986.24,,private
9,247.0,184.94,,private
4,26.0,1993.09,,private
6,910.0,1740.88,,private
3,880.0,403.97,,private
8,733.0,1814.33,,private
4,1126.0,575.24,,private
4,1175.0,2263.34,,private
4,401.0,1707.82,,private
2,507.0,1073.2,,private
3,1123.0,428.26,,private
8,428.0,1314.24,,private
13,217.0,917.81,,private
2,1074.0,1892.42,,private
8,195.0,2460.34,,private
7,706.0,638.75,,private
11,1071.0,780.12,,private
10,981.0,490.54,,private
6,1186.0,714.58,,private
1,1051.0,1480.13,,private
14,315.0,1665.45,,private
9,153.0,687.47,,private
14,311.0,2474.09,,private
12,612.0,1028.85,,private
8,607.0,2460.11,,private
5,212.0,165.69,,private
4,220.0,477.4,,private
11,1050.0,2342.35,,private
13,410.0,67.97,,private
9,295.0,166.66,,private
10,50.0,1738.77,,private
14,24.0,514.12,,private
7,530.0,2356.59,,private
14,335.0,1167.49,,private
7,743.0,904.34,,private
11,864.0,926.26,,private
10,721.0,1060.15,,private
10,14.0,1903.8,,private
10,1115.0,2162.08,,private
8,893.0,1714.36,,private
14,527.0,498.5,,private
4,1149.0,971.81,,private
2,717.0,2149.37,,private
2,1195.0,1830.89,,private
3,863.0,796.78,,private
5,693.0,617.38,,private
3,807.0,2067.16,,private
3,898.0,986.7,,private
3,589.0,988.65,,private
6,389.0,1509.83,,private
4,1199.0,2225.47,,private
4,447.0,1004.8,,private
14,755.0,720.18,,private
9,869.0,2319.6,,private
2,27.0,768.05,,private
4,246.0,624.01,,private
10,636.0,1580.17,,private
5,246.0,1379.15,,private
5,715.0,902.59,,private
5,985.0,1743.56,,private
7,327.0,1982.91,,private
1,463.0,1570.92,,private
7,812.0,86.07,,private
9,656.0,2157.33,,private
1,791.0,1445.37,,private
8,642.0,289.85,,private
10,911.0,1541.45,,private
3,582.0,1839.77,,private
10,855.0,1656.35,,private
7,428.0,1164.42,,private
14,539.0,983.47,,private
12,576.0,218.48,,private
2,862.0,1564.1,,private
7,628.0,2359.88,,private
10,734.0,2385.04,,private
10,1135.0,1257.39,,private
9,49.0,760.8,,private
2,715.0,292.24,,private
3,80.0,1798.45,,private
14,1021.0,501.87,,private
5,898.0,97.36,,private
8,142.0,481.9,,private
9,847.0,1633.02,,private
3,715.0,847.11,,private
8,1170.0,2415.25,,private
12,513.0,612.66,,private
5,790.0,1970.15,,private
12,950.0,2181.73,,private
12,506.0,1141.93,,private
14,118.0,331.56,,private
2,857.0,2171.76,,private
9,610.0,1613.57,,private
3,1195.0,733.57,,private
2,1041.0,442.07,,private
5,96.0,455.36,,private
1,470.0,1579.0,,private
13,688.0,1102.08,,private
12,986.0,773.97,,private
2,422.0,694.44,,private
10,1092.0,467.24,,private
6,261.0,1400.25,,private
11,421.0,1390.43,,private
6,192.0,2270.54,,private
14,518.0,1778.81,,private
13,1050.0,1957.15,,private
8,896.0,1767.21,,private
2,824.0,1683.58,,private
13,951.0,1809.52,,private
6,735.0,299.84,,private
2,270.0,1098.73,,private
2,367.0,413.77,,private
5,734.0,2309.38,,private
4,391.0,2135.11,,private
2,445.0,1494.63,,private
3,835.0,2030.46,,private
7,658.0,1126.03,,private
13,1047.0,1059.01,,private
6,1117.0,2047.05,,private
12,458.0,1877.29,,private
5,797.0,892.83,,private
1,962.0,1736.46,,private
8,114.0,1464.11,,private
4,1176.0,1579.23,,private
12,1096.0,903.55,,private
13,816.0,1647.05,,private
5,108.0,1281.52,,private
10,221.0,349.77,,private
8,694.0,1150.87,,private
14,18.0,944.91,,private
13,631.0,81.32,,private
9,976.0,593.12,,private
1,1063.0,2201.08,,private
8,1117.0,1740.41,,private
11,526.0,486.53,,private
10,584.0,400.17,,private
12,272.0,826.18,,private
2,339.0,341.65,,private
6,160.0,2491.19,,private
9,199.0,2207.5,,private
6,480.0,1602.42,,private
6,151.0,1273.83,,private
2,49.0,1831.46,,private
11,633.0,420.4,,private
14,984.0,265.73,,private
8,301.0,754.48,,private
7,55.0,113.82,,private
7,252.0,2140.89,,private
11,247.0,258.77,,private
10,352.0,2353.23,,private
9,600.0,304.16,,private
11,718.0,1414.52,,private
2,1044.0,681.49,,private
7,1161.0,952.84,,private
12,836.0,2196.23,,private
14,11.0,1697.03,,private
4,740.0,1746.05,,private
11,802.0,1590.0,,private
9,53.0,999.6,,private
6,997.0,1193.58,,private
3,13.0,565.45,,private
3,15.0,2050.2,,private
13,1144.0,1667.19,,private
6,859.0,305.66,,private
13,491.0,514.46,,private
6,84.0,1483.5,,private
8,364.0,1919.53,,private
2,400.0,8.83,,private
8,34.0,2314.88,,private
2,889.0,2303.61,,private
6,386.0,918.59,,private
13,931.0,2286.33,,private
12,905.0,1897.44,,private
1,167.0,518.04,,private
8,237.0,1980.28,,private
3,257.0,114.29,,private
12,165.0,1157.97,,private
1,651.0,2378.89,,private
10,492.0,2082.89,,private
4,241.0,1627.75,,private
10,789.0,2209.48,,private
12,943.0,1160.54,,private
3,331.0,232.54,,private
1,29.0,317.54,,private
1,740.0,1820.81,,private
7,529.0,731.56,,private
9,787.0,517.73,,private
11,818.0,573.81,,private
5,265.0,661.67,,private
6,667.0,1813.94,,private
9,440.0,193.49,,private
7,887.0,2110.91,,private
3,730.0,1921.26,,private
11,85.0,393.96,,private
6,312.0,363.45,,private
1,529.0,1271.2,,private
12,97.0,1449.4,,private
11,1179.0,776.52,,private
6,68.0,617.84,,private
4,832.0,2231.35,,private
5,417.0,2043.78,,private
12,257.0,670.28,,private
3,405.0,469.97,,private
9,128.0,393.98,,private
9,27.0,1954.6,,private
9,1196.0,292.82,,private
10,824.0,170.82,,private
8,101.0,1182.87,,private
10,376.0,213.8,,private
4,976.0,2005.43,,private
4,163.0,570.61,,private
12,926.0,117.07,,private
5,626.0,2382.61,,private
10,395.0,1962.74,,private
7,1130.0,1346.26,,private
9,612.0,1400.3,,private
7,874.0,695.42,,private
6,372.0,418.52,,private
11,632.0,2378.61,,private
5,468.0,199.81,,private
6,296.0,1788.89,,private
12,641.0,351.39,,private
11,36.0,1349.28,,private
2,213.0,2254.11,,private
3,889.0,891.54,,private
7,23.0,2231.07,,private
5,267.0,1846.48,,private
6,269.0,1590.2,,private
4,1146.0,1003.98,,private
14,619.0,1331.61,,private
11,929.0,2413.5,,private
14,477.0,1270.44,,private
8,458.0,167.41,,private
8,904.0,1921.07,,private
3,120.0,1716.01,,private
7,536.0,1054.76,,private
13,719.0,1744.68,,private
7,413.0,1847.98,,private
5,709.0,2239.36,,private
1,993.0,617.49,,private
7,190.0,903.38,,private
9,585.0,825.52,,private
8,924.0,1256.85,,private
7,414.0,1054.77,,private
11,838.0,1182.46,,private
9,795.0,2014.01,,private
4,1010.0,107.43,,private
11,243.0,1158.47,,private
11,317.0,1401.92,,private
13,483.0,2106.47,,private
1,639.0,921.13,,private
9,832.0,57.84,,private
8,312.0,354.36,,private
6,170.0,1338.03,,private
13,1112.0,1628.26,,private
11,487.0,61.38,,private
14,165.0,1980.62,,private
6,316.0,1500.44,,private
2,77.0,2084.02,,private
9,71.0,10.34,,private
5,699.0,2192.7,,private
9,265.0,436.82,,private
8,128.0,2318.51,,private
1,1040.0,196.61,,private
1,7.0,2172.28,,private
11,710.0,292.41,,private
7,284.0,916.65,,private
9,842.0,1095.27,,private
14,976.0,984.58,,private
12,176.0,189.86,,private
6,600.0,1775.7,,private
6,570.0,286.51,,private
7,202.0,114.38,,private
12,1183.0,387.99,,private
8,629.0,647.45,,private
7,194.0,431.23,,private
2,1011.0,1710.69,,private
14,122.0,2283.26,,private
2,1152.0,828.97,,private
2,1136.0,1894.36,,private
11,832.0,328.39,,private
2,761.0,1048.32,,private
2,1179.0,1429.44,,private
4,382.0,2285.55,,private
13,72.0,716.1,,private
8,768.0,635.84,,private
12,1065.0,9.78,,private
3,34.0,472.04,,private
1,1184.0,108.84,,private
11,71.0,2101.75,,private
1,249.0,2328.76,,private
1,103.0,2154.69,,private
2,915.0,789.62,,private
10,1147.0,438.72,,private
4,246.0,1001.07,,private
11,391.0,140.58,,private
13,320.0,1247.43,,private
4,1032.0,121.7,,private
11,326.0,498.04,,private
7,759.0,773.36,,private
4,1187.0,1335.3,,private
4,626.0,2082.51,,private
12,614.0,39.75,,private
7,255.0,2437.34,,private
8,653.0,1453.58,,private
8,721.0,1711.22,,private
2,875.0,1340.46,,private
14,660.0,2433.16,,private
7,491.0,978.73,,private
7,362.0,1906.55,,private
12,943.0,2492.82,,private
8,835.0,197.42,,private
14,223.0,1156.45,,private
9,29.0,1284.37,,private
10,707.0,1223.95,,private
1,828.0,1737.84,,private
4,621.0,898.67,,private
5,757.0,1585.22,,private
2,937.0,1100.26,,private
12,656.0,2004.69,,private
14,721.0,1342.29,,private
10,1005.0,1746.43,,private
7,1000.0,2030.38,,private
8,623.0,1849.93,,private
13,106.0,815.99,,private
9,323.0,2259.7,,private
5,707.0,2104.49,,private
11,479.0,829.8,,private
5,68.0,1979.74,,private
6,1051.0,107.89,,private
7,510.0,1979.21,,private
14,1149.0,2124.67,,private
13,598.0,1147.08,,private
12,953.0,1291.09,,private
3,531.0,1260.7,,private
4,35.0,856.02,,private
1,1022.0,1533.19,,private
6,601.0,1661.23,,private
13,495.0,986.29,,private
14,93.0,1958.06,,private
2,654.0,227.42,,private
7,546.0,984.13,,private
2,336.0,555.15,,private
5,1075.0,776.75,,private
12,1090.0,942.16,,private
6,305.0,1294.05,,private
9,273.0,1888.03,,private
13,299.0,286.52,,private
11,295.0,12.78,,private
7,384.0,2281.12,,private
4,93.0,2431.68,,private
13,954.0,299.49,,private
4,346.0,1935.87,,private
4,897.0,890.64,,private
13,952.0,2128.23,,private
4,821.0,2413.28,,private
4,420.0,239.92,,private
1,354.0,2099.13,,private
5,954.0,1472.48,,private
3,210.0,1311.76,,private
13,989.0,331.68,,private
3,1004.0,1666.11,,private
5,488.0,1889.77,,private
12,472.0,474.98,,private
4,585.0,179.68,,private
2,305.0,578.99,,private
13,562.0,2363.68,,private
9,432.0,451.06,,private
5,823.0,2394.78,,private
12,762.0,1900.94,,private
10,162.0,2073.88,,private
9,75.0,2295.44,,private
9,1190.0,1720.9,,private
12,188.0,272.21,,private
3,234.0,1456.02,,private
7,24.0,2182.62,,private
9,20.0,1047.8,,private
10,1177.0,277.7,,private
1,681.0,610.25,,private
13,705.0,1071.38,,private
10,450.0,1917.69,,private
4,253.0,1671.06,,private
5,83.0,61.56,,private
7,1052.0,269.59,,private
4,747.0,1305.34,,private
9,107.0,1509.79,,private
13,353.0,468.53,,private
6,1190.0,1731.38,,private
6,410.0,498.59,,private
6,382.0,117.77,,private
2,677.0,1224.15,,private
2,121.0,1831.62,,private
9,933.0,1940.54,,private
1,1082.0,1939.19,,private
2,59.0,1342.27,,private
13,840.0,1177.06,,private
7,1200.0,1173.77,,private
14,479.0,1191.27,,private
1,685.0,1880.09,,private
1,566.0,1019.05,,private
2,618.0,431.1,,private
7,747.0,1053.41,,private
13,825.0,557.21,,private
12,457.0,2495.7,,private
4,26.0,182.99,,private
12,458.0,2007.57,,private
11,616.0,1199.69,,private
10,666.0,2047.25,,private
7,217.0,1808.58,,private
6,1028.0,2463.13,,private
10,460.0,479.2,,private
3,922.0,26.49,,private
11,569.0,1843.03,,private
11,471.0,1327.03,,private
4,861.0,2209.96,,private
1,1162.0,2253.37,,private
2,32.0,1611.2,,private
4,193.0,2265.14,,private
9,450.0,690.66,,private
2,57.0,891.51,,private
13,528.0,1799.12,,private
8,520.0,639.39,,private
6,394.0,964.15,,private
1,788.0,2496.71,,private
13,390.0,169.3,,private
7,910.0,56.4,,private
5,399.0,2225.31,,private
14,1060.0,2256.12,,private
14,665.0,488.4,,private
3,460.0,383.71,,private
9,53.0,1187.48,,private
6,976.0,285.17,,private
11,72.0,1414.53,,private
3,784.0,2129.12,,private
10,1150.0,149.18,,private
5,859.0,1947.08,,private
9,73.0,1253.79,,private
4,601.0,2415.07,,private
14,661.0,1472.9,,private
5,509.0,2296.43,,private
14,319.0,238.36,,private
10,605.0,894.97,,private
13,1119.0,1426.61,,private
7,686.0,629.7,,private
9,170.0,1587.64,,private
9,1134.0,645.23,,private
7,556.0,660.74,,private
2,186.0,1894.99,,private
10,369.0,1049.16,,private
2,314.0,1010.7,,private
5,406.0,2138.42,,private
4,998.0,119.09,,private
11,79.0,1026.73,,private
9,283.0,688.67,,private
2,1120.0,900.38,,private
4,528.0,1721.31,,private
2,1159.0,301.88,,private
8,320.0,1019.8,,private
13,919.0,1749.86,,private
7,548.0,186.4,,private
14,1148.0,1037.43,,private
14,138.0,472.0,,private
11,301.0,773.77,,private
12,276.0,228.1,,private
6,473.0,1913.41,,private
11,1087.0,2481.84,,private
8,571.0,938.61,,private
6,83.0,2468.52,,private
3,855.0,913.25,,private
10,231.0,647.56,,private
3,990.0,336.68,,private
10,799.0,1544.97,,private
11,853.0,273.09,,private
14,381.0,1786.56,,private
14,61.0,1206.8,,private
12,204.0,1755.51,,private
4,150.0,962.92,,private
2,1072.0,1342.69,,private
12,762.0,657.25,,private
13,750.0,1121.16,,private
3,855.0,830.89,,private
13,1137.0,73.76,,private
5,941.0,1131.64,,private
3,1128.0,56.05,,private
12,711.0,1215.19,,private
7,875.0,1715.58,,private
13,521.0,1323.17,,private
6,936.0,1339.96,,private
11,987.0,851.21,,private
9,643.0,487.72,,private
9,753.0,2070.68,,private
1,424.0,232.06,,private
4,116.0,1786.98,,private
7,908.0,104.27,,private
1,644.0,2032.91,,private
8,276.0,272.92,,private
12,1117.0,1122.74,,private
7,541.0,902.58,,private
5,22.0,1991.33,,private
12,126.0,516.6,,private
8,966.0,1288.8,,private
5,384.0,682.89,,private
1,78.0,15.66,,private
4,576.0,635.56,,private
14,321.0,459.62,,private
12,724.0,1528.33,,private
13,942.0,1625.79,,private
10,888.0,2047.05,,private
7,470.0,2180.22,,private
6,1185.0,1661.14,,private
2,133.0,1445.28,,private
5,1060.0,1011.48,,private
6,503.0,577.54,,private
12,337.0,754.24,,private
8,115.0,2109.91,,private
8,619.0,37.37,,private
11,211.0,210.8,,private
6,632.0,2450.98,,private
11,495.0,680.25,,private
3,649.0,399.72,,private
4,168.0,1990.25,,private
12,232.0,1774.34,,private
10,1204.0,478.08,,private
4,876.0,2422.41,,private
11,676.0,1635.7,,private
14,255.0,677.74,,private
13,862.0,1713.18,,private
10,510.0,2131.47,,private
4,374.0,2218.98,,private
12,369.0,2340.73,,private
1,961.0,1866.34,,private
4,12.0,2247.39,,private
1,212.0,843.32,,private
5,469.0,756.52,,private
1,633.0,430.16,,private
10,423.0,2479.42,,private
11,225.0,1876.62,,private
12,537.0,1121.1,,private
3,696.0,1602.94,,private
13,713.0,333.21,,private
3,234.0,1428.79,,private
2,217.0,1784.81,,private
1,1043.0,370.56,,private
13,644.0,1044.04,,private
12,1202.0,758.15,,private
8,462.0,1164.86,,private
9,1115.0,2190.16,,private
9,553.0,1153.71,,private
2,1064.0,1018.81,,private
7,1175.0,1186.01,,private
10,187.0,439.68,,private
14,640.0,86.94,,private
4,557.0,529.79,,private
11,593.0,1135.8,,private
2,614.0,1470.67,,private
9,341.0,663.88,,private
1,571.0,1139.62,,private
7,868.0,2128.09,,private
14,415.0,1141.4,,private
6,317.0,2139.04,,private
12,734.0,607.34,,private
5,52.0,727.4,,private
13,1079.0,916.66,,private
12,207.0,129.93,,private
2,773.0,1247.51,,private
11,482.0,1008.29,,private
8,300.0,864.83,,private
8,239.0,1206.77,,private
11,1128.0,290.38,,private
10,43.0,1096.73,,private
1,1146.0,888.94,,private
10,524.0,261.56,,private
13,992.0,1921.39,,private
9,266.0,2403.86,,private
2,1151.0,445.3,,private
8,919.0,1936.24,,private
2,324.0,2278.83,,private
14,475.0,1031.2,,private
8,51.0,267.06,,private
12,794.0,1077.86,,private
14,760.0,557.88,,private
5,103.0,288.45,,private
8,949.0,308.18,,private
3,560.0,2146.99,,private
1,323.0,80.1,,private
5,45.0,2009.82,,private
13,120.0,817.57,,private
4,123.0,2169.1,,private
12,32.0,1621.3,,private
4,286.0,2301.8,,private
5,1166.0,559.01,,private
14,93.0,1380.24,,private
12,1194.0,1168.58,,private
8,101.0,106.88,,private
9,289.0,2156.79,,private
2,392.0,684.07,,private
10,196.0,1476.57,,private
3,564.0,1707.33,,private
12,793.0,133.96,,private
12,1014.0,1749.99,,private
13,1113.0,722.94,,private
7,713.0,1668.18,,private
2,702.0,2320.74,,private
1,1184.0,1508.72,,private
12,1027.0,1865.49,,private
9,379.0,765.79,,private
13,133.0,1857.09,,private
9,149.0,1078.05,,private
11,340.0,902.65,,private
1,415.0,2124.48,,private
9,811.0,1875.67,,private
3,191.0,163.55,,private
1,680.0,855.31,,private
5,810.0,426.17,,private
5,1085.0,196.83,,private
14,205.0,2352.62,,private
3,868.0,163.47,,private
11,394.0,593.25,,private
10,1121.0,2117.84,,private
8,257.0,1187.05,,private
12,838.0,351.36,,private
1,502.0,227.27,,private
1,560.0,1889.62,,private
5,1095.0,475.58,,private
2,1083.0,715.99,,private
2,518.0,1005.11,,private
6,444.0,236.89,,private
4,720.0,1948.76,,private
12,66.0,1247.05,,private
12,1151.0,2388.03,,private
9,1020.0,584.83,,private
11,600.0,2256.87,,private
8,596.0,109.64,,private
5,1118.0,1011.06,,private
11,724.0,1157.82,,private
9,443.0,1952.25,,private
9,600.0,1064.37,,private
13,1024.0,1178.81,,private
1,549.0,1272.71,,private
6,247.0,1433.99,,private
3,278.0,2063.95,,private
1,1062.0,1020.86,,private
14,1157.0,2073.18,,private
6,955.0,1546.24,,private
8,232.0,2278.47,,private
10,38.0,715.93,,private
8,750.0,1314.39,,private
11,199.0,119.49,,private
2,862.0,1307.26,,private
9,450.0,125.02,,private
13,520.0,1194.06,,private
7,7.0,2266.12,,private
12,467.0,689.88,,private
5,836.0,1026.8,,private
14,714.0,800.52,,private
12,1122.0,1684.93,,private
4,1059.0,1992.17,,private
1,83.0,375.49,,private
10,54.0,1807.29,,private
12,267.0,1811.52,,private
8,988.0,542.49,,private
3,385.0,890.68,,private
10,644.0,818.82,,private
5,331.0,1514.72,,private
1,1163.0,1734.29,,private
5,705.0,378.48,,private
12,1106.0,2216.7,,private
6,496.0,1686.43,,private
6,522.0,1327.34,,private
7,1142.0,1122.17,,private
14,629.0,1789.06,,private
12,497.0,1005.63,,private
2,302.0,1690.67,,private
12,1196.0,556.44,,private
10,247.0,1374.35,,private
6,459.0,978.5,,private
1,58.0,580.52,,private
4,1070.0,1968.77,,private
6,925.0,1937.68,,private
4,1075.0,880.78,,private
9,590.0,745.26,,private
10,798.0,2478.1,,private
9,15.0,319.59,,private
5,230.0,48.63,,private
4,266.0,479.64,,private
12,673.0,1863.85,,private
2,703.0,1053.85,,private
